tid,tweet,keyword,polarity,subjectivity,sentiment,neg,neu,pos,compound
T180,RT World deadly war last year Ukraine Tigray thousands dead,ukraine war,-0.133333333,0.288888889,negative,0.506,0.494,0,-0.8481
T181,There moral equivalence war RepMTG Ukraine deserves full support,ukraine war,0.175,0.4,negative,0.287,0.515,0.199,-0.296
T182,RT Hi let call How children orphanage Africa Do tell,ukraine war,0,0,neutral,0,1,0,0
T183,RT Serhii Soloshak died Donbas defending Ukraine laid rest Zhytomyr Serhii restorer,ukraine war,0,0,negative,0.247,0.753,0,-0.5574
T184,RT KimDotcom No one support Ukraine Jens Stoltenberg Secretary General NATO He meant say Russia Freudian slip,ukraine war,0.05,0.5,positive,0.111,0.754,0.136,0.128
T185,RT SelamMhare World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T186,The phase Russia seeking negotiations seems,ukraine war,0,0,neutral,0,1,0,0
T187,RT This early days Maidan revolution years later major war friend made,ukraine war,0.054166667,0.266666667,negative,0.228,0.585,0.187,-0.1779
T188,winter survival Millions lives risk Ukraine WHO says Did need told bleeding obvious Emphasis bleeding UN,ukraine war,0,0.5,negative,0.123,0.877,0,-0.2732
T189,War es ein Gemeinschaftssuizid Hinrichtung von Boden liegenden unbewaffneten russischen Soldaten durch Schüsse den Hinterkopf deuten auf Selbstmord und kein Kriegsverbrechen hin Ukraine Kriegsverbrechen Mafiastaat Russland,ukraine war,0,0,negative,0.135,0.865,0,-0.5994
T190,RT SelamMhare World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T191,RT Apparently Russian military little loss equipment They decided help Armed Forces Ukraine,ukraine war,-0.095833333,0.2,positive,0.128,0.7,0.172,0.1761
T192,Spanfloete AlgaRata antonioguterres War es gut dass ich mich im Sommer für einen Getreidedeal eingesetzt habe der inzwischen über Mrd Kilo Getreide aus der Ukraine auf die globalen Nahrungsmittelmärkte gebracht hat Wenn ja mache ich wohl einiges richtig,ukraine war,0,0,negative,0.178,0.822,0,-0.8316
T193,RT KimDotcom No one support Ukraine Jens Stoltenberg Secretary General NATO He meant say Russia Freudian slip,ukraine war,0.05,0.5,positive,0.111,0.754,0.136,0.128
T194,RT khjelmgaard World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T195,RT KimDotcom No one support Ukraine Jens Stoltenberg Secretary General NATO He meant say Russia Freudian slip,ukraine war,0.05,0.5,positive,0.111,0.754,0.136,0.128
T196,RT manfromdeathmtn BhadraPunchline Hey Ukraine flag bios support war criminal,ukraine war,-0.4,0.55,negative,0.429,0.412,0.159,-0.6808
T197,peterproctor Germany castrated war No one whole planet wanted Germany functioning army like LMAO one week war Ukraine began German general asked long Germany could withstand attack like one Ukraine,ukraine war,0.16,0.46,negative,0.286,0.503,0.211,-0.5372
T198,RT This early days Maidan revolution years later major war friend made,ukraine war,0.054166667,0.266666667,negative,0.228,0.585,0.187,-0.1779
T199,RT TheStudyofWar According Institute Study War Russian forces beginning reinforce positions,ukraine war,0,0,negative,0.281,0.719,0,-0.5994
T200,RT KyivIndependent police help Ukraine investigate Russian war crimes Spain send police units Ukraine,ukraine war,0,0,negative,0.21,0.645,0.145,-0.296
T201,RT Hi let call How children orphanage Africa Do tell,ukraine war,0,0,neutral,0,1,0,0
T202,RT NaziRussia Russia WarCrimes WarCrimesofRussia genocide RussiaUkraineWar War Ukraine ウクライナ terrorism,ukraine war,0,0,negative,0.486,0.514,0,-0.8591
T203,RT khjelmgaard World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T204,RT dandeluce US Amb Van Schaack told reporters seen mounting evidence systemic war crimes committed every region,ukraine war,0,0,negative,0.186,0.714,0.1,-0.4215
T205,RT KyivPost Spanish PM Sanchez Spanish officers help Ukrainian law enforcement collect evidence Russian war crimes Ukraine,ukraine war,0,0,negative,0.181,0.694,0.125,-0.296
T206,johnpavlovitz Thank democrat today high gas prices inflation open borders drag queen hour Kindergartners war Ukraine right John,ukraine war,0.086428571,0.411636905,negative,0.249,0.644,0.107,-0.5106
T207,RT American People Should Be Treated Like An American Stop Giving Ukraine Weapons And Money To Keep The War,ukraine war,0,0,negative,0.323,0.502,0.176,-0.6249
T208,RT travisakers How Ukraine win war attrition Russia Ukraine proven better mobilizing population,ukraine war,0.65,0.45,positive,0.189,0.485,0.325,0.4215
T209,RT PaulHartNYC No Peace talks happen Russia withdraws Ukraine returns million abducted,ukraine war,0,0,negative,0.306,0.5,0.194,-0.25
T210,Ukraine Russia War Update DAY,ukraine war,0,0,negative,0.494,0.506,0,-0.5994
T211,zelenskyy Russia Ukraine iran war putin Hindi November Live UkraineWar UkrainianArm Germany Canada Donbass,ukraine war,0.136363636,0.5,negative,0.231,0.769,0,-0.5994
T212,RT nicupopescu I grateful MinColonna ABaerbock BogdanAurescu strong personal commitment Moldova launching,ukraine war,0.216666667,0.516666667,positive,0,0.473,0.527,0.836
T213,Ukraine Russia War Update DAY,ukraine war,0,0,negative,0.494,0.506,0,-0.5994
T214,RT KimDotcom No one support Ukraine Jens Stoltenberg Secretary General NATO He meant say Russia Freudian slip,ukraine war,0.05,0.5,positive,0.111,0.754,0.136,0.128
T215,RT IuliiaMendel There mounting evidence systemic war crimes committed every region Russia forces,ukraine war,0,0,negative,0.229,0.647,0.124,-0.4215
T216,RT GuardianAus Ukraine begin evacuations Kherson Mykolaiv regions winter sets,ukraine war,0,0,neutral,0,1,0,0
T217,RT OstapYarysh Attempts talk Russia Ukraine equal parts conflict ridiculous This regional,ukraine war,-0.166666667,0.625,negative,0.324,0.676,0,-0.5859
T218,RT In major blow Brexit voting Grimsby bosses former Five Star Fish facility announce closure blaming,ukraine war,0.03125,0.25,negative,0.176,0.824,0,-0.4939
T219,MyBackupNinja Then MAGA bs Ukraine war started nooby activist idea attacking russian federal sites AND us sites guise Slava ukraine Kirt linked ddos tool said download Tor That extent training,ukraine war,0,0,negative,0.198,0.802,0,-0.7845
T220,RT mxpoliakov There wo WWIII anytime soon Russia already losing war Ukraine This mean easy,ukraine war,0.060416667,0.760416667,negative,0.304,0.561,0.136,-0.5574
T221,RT KyivIndependent police help Ukraine investigate Russian war crimes Spain send police units Ukraine,ukraine war,0,0,negative,0.21,0.645,0.145,-0.296
T222,RT JSSchul Amid declining media coverage speculation Americans lost interest Ukraine latest survey found,ukraine war,0.5,0.9,positive,0.133,0.694,0.173,0.1779
T223,Stop war many side firing missile killing civilians stop end war RETWET UkraineRussianWar Poor people acting like Ukraine believe bloody reality Donetsk hotels hit Ukrainian soldiers,ukraine war,-0.175,0.5,negative,0.562,0.382,0.056,-0.9702
T224,RT Fbeyeee Morawiecki Dnes existuje jen jeden způsob jak války je zastavit stane se,ukraine war,0,0,neutral,0,1,0,0
T225,RT This early days Maidan revolution years later major war friend made,ukraine war,0.054166667,0.266666667,negative,0.228,0.585,0.187,-0.1779
T226,elonmusk The left loved whatever establisent tells love Biden puppet military industrial complex A peace loving president would bringing Russia Ukraine negotiating table egging profitable proxy war We one brief,ukraine war,0.2,0.454761905,positive,0.086,0.508,0.406,0.9382
T227,RT NOELreports The mobilized Yakuts prepared war Ukraine sound button accordion Look living,ukraine war,0.4,0.4,negative,0.232,0.655,0.113,-0.4588
T228,RT World deadly war last year Ukraine Tigray thousands dead,ukraine war,-0.133333333,0.288888889,negative,0.506,0.494,0,-0.8481
T229,RT US provided military aid Ukraine since Russia invasion began Pentagon continue,ukraine war,-0.1,0.1,neutral,0,1,0,0
T230,That even despite Russia starting barbaric war back could got Russia still enjoy World Cup whether straight gay Had Russia world cup next year would outrage invaded Ukraine,ukraine war,0.169444444,0.263888889,negative,0.198,0.661,0.14,-0.4767
T231,Please Do Nuke Me I helpless observer Ukraine war terrified one man arbitrarily invade destroy civilization I decided channel anxieties piece I hope Ukrainians,ukraine war,-0.15,0.3,negative,0.455,0.398,0.148,-0.8957
T232,Russian combat losses Ukraine war fronts including Kherson Donetsk Kharkiv fronts according Armed Forces Ukraine,ukraine war,0,0,negative,0.429,0.571,0,-0.8402
T233,The risks types accidents go away war Ukraine comes close Recent news reports leaders nudging Ukraine take diplomacy seriously welcome CatoFP,ukraine war,0.4,0.575,negative,0.345,0.552,0.103,-0.7184
T234,RT SeifGebre World deadly war last year Ukraine Tigray thousands dead,ukraine war,-0.133333333,0.288888889,negative,0.477,0.523,0,-0.8481
T235,RT SelamMhare World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T236,RT ddemetrelibdems Ed Dowd Everything see Everything happens due central banks politicians This fault,ukraine war,-0.0625,0.3125,negative,0.172,0.828,0,-0.4019
T237,RT GlasnostGone Thanks Russia genocidal invasion Ukraine facing largest attack healthcare European soil since,ukraine war,0.1,0.1,negative,0.172,0.667,0.161,-0.0516
T238,RT DEMOCRATS Parliamentarian Has problem sending BILLION ON WAR IN UKRAINE We ask pay,ukraine war,0,0,negative,0.443,0.557,0,-0.8286
T239,RT This early days Maidan revolution years later major war friend made,ukraine war,0.054166667,0.266666667,negative,0.228,0.585,0.187,-0.1779
T240,RT GlasnostGone There mounting evidence systemic war crimes committed every region Russia forces,ukraine war,0,0,negative,0.229,0.647,0.124,-0.4215
T241,RT This early days Maidan revolution years later major war friend made,ukraine war,0.054166667,0.266666667,negative,0.228,0.585,0.187,-0.1779
T242,Amid declining media coverage speculation Americans lost interest Ukraine latest survey found strong bipartisan majority Americans still concerned war supportive Ukraine,ukraine war,0.477777778,0.877777778,positive,0.202,0.521,0.277,0.3182
T243,RT World deadly war last year Ukraine Tigray thousands dead,ukraine war,-0.133333333,0.288888889,negative,0.506,0.494,0,-0.8481
T244,PiotrZychowicz BartosiakJacek,ukraine war,0,0,neutral,0,1,0,0
T245,RT khjelmgaard World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T246,RT TheStanislawski Lots things happened next The annexation Crimea start war Donbas new elections,ukraine war,0.068181818,0.227272727,negative,0.231,0.769,0,-0.5994
T247,RT johnpilger A rare eyewitness report side war Ukraine,ukraine war,0.3,0.9,negative,0.358,0.642,0,-0.5994
T248,RT khjelmgaard World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T249,RT TheStanislawski Lots things happened next The annexation Crimea start war Donbas new elections,ukraine war,0.068181818,0.227272727,negative,0.231,0.769,0,-0.5994
T250,RT JuliaDavisNews Meanwhile Russia accused war criminal Zakhar spends lot time frontlines previously,ukraine war,-0.283333333,0.358333333,negative,0.487,0.513,0,-0.8591
T251,Ukraine Russia War Live War Update DAY UkraineWar UkrainianArm Germany Canada Donbass,ukraine war,0.136363636,0.5,negative,0.438,0.562,0,-0.8316
T252,RT Drone Footage Ukrainian Drone Drops Grenade Russian Frontline huge explosion war Ukraine Britain ukrainenews,ukraine war,0.2,0.45,negative,0.203,0.677,0.12,-0.3818
T253,How Ukraine win war attrition Russia Ukraine proven better mobilizing population war Russia,ukraine war,0.65,0.45,negative,0.332,0.383,0.285,-0.2732
T254,Russia Ukraine War News Ukraine Petro Poroshenko speaks Halifax security forum More Twitter Ukraine News Links Ukraine UkraineWar UkraineNews RussiaWar WarVideo,ukraine war,0.5,0.5,negative,0.154,0.751,0.095,-0.3612
T255,RT Russians react Russia war Ukraine killing Ukrainians Putin,ukraine war,0,0,negative,0.542,0.458,0,-0.8519
T256,RT KimDotcom No one support Ukraine Jens Stoltenberg Secretary General NATO He meant say Russia Freudian slip,ukraine war,0.05,0.5,positive,0.111,0.754,0.136,0.128
T257,RT SlavicSquatPup husband Michał Wisniowiecki violently stopped Cossack uprising Commonwealth Nalyvaiko,ukraine war,-0.8,1,negative,0.388,0.612,0,-0.6908
T258,RT Likachev comments latest attempt push blame Ukraine shelling ZNPP surroundings Russia,ukraine war,0.5,0.9,negative,0.179,0.821,0,-0.34
T259,RT tvtoront NATO Parliamentary Assembly recognized Russia terrorist state called creation special international,ukraine war,0.178571429,0.285714286,positive,0.241,0.513,0.246,-0.2263
T260,New commentary CGEP scholar Harry Verhoeven published cartercenter Containing Illiberalism The Partnership Ukraine War,ukraine war,0.136363636,0.454545455,negative,0.231,0.769,0,-0.5994
T261,RT In major blow Brexit voting Grimsby bosses former Five Star Fish facility announce closure blaming,ukraine war,0.03125,0.25,negative,0.176,0.824,0,-0.4939
T262,seizethebanks pslweb BrianBeckerDC That trump quote I Ukraine I know war start year I sarcastic,ukraine war,0.1,0.8,negative,0.371,0.629,0,-0.7096
T263,RT minguezpp Investigación de en colaboración con frontlinepbs de las atrocidades cometidas por las fuerzas rusas,ukraine war,0,0,neutral,0,1,0,0
T264,RT BBCWorld Ukraine war Hope returns Kherson Russian forces leave,ukraine war,0,0,negative,0.34,0.467,0.193,-0.296
T265,RT cacgodeo The Irish people replaced plain simple detach msm research,ukraine war,-0.071428571,0.238095238,neutral,0,1,0,0
T266,RT World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.302,0.698,0,-0.5994
T267,Russia Iran increase energy cooperation result war Ukraine,ukraine war,0,0,positive,0.293,0.376,0.331,-0.128
T268,RT In major blow Brexit voting Grimsby bosses former Five Star Fish facility announce closure blaming,ukraine war,0.03125,0.25,negative,0.176,0.824,0,-0.4939
T269,RT khjelmgaard World deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.281,0.719,0,-0.5994
T270,RT KimDotcom No one support Ukraine Jens Stoltenberg Secretary General NATO He meant say Russia Freudian slip,ukraine war,0.05,0.5,positive,0.111,0.754,0.136,0.128
T271,RT My thoughts missile impact Poland although details still sketchy unlikely trigger WWIII,ukraine war,-0.5,0.5,neutral,0,1,0,0
T272,Kickl war einer der einzigen aktiven Bundespolitiker der Recht behielt bei Corona Ukraine usw Für mich ergeben die Freiheitlichen Umfragewerte Sinn Doch mir wäre eine Kanzler Hofer Nepp oder Haimbuchner oder falls die Roten gewinnen einen Kanzler Doskozil lieber,ukraine war,0,0,negative,0.245,0.755,0,-0.9136
T273,RT deadly war last year Ukraine Tigray region Ethiopia,ukraine war,-0.1,0.233333333,negative,0.328,0.672,0,-0.5994
T274,RT MoonofA New MoA Ukraine No Way To Peace Without Further War,ukraine war,0.068181818,0.477272727,positive,0.123,0.504,0.372,0.6647
T275,And fact Kiev regime tbe bulk Western Ukraine regarded subhuman snd naming Nazi collaberators forefathers fought died liberate homelsnd Ukraine I remember wrote war,ukraine war,0,0,negative,0.329,0.671,0,-0.8689
T276,The Russians also started arresting soldiers army want participate war aggression Ukraine accept orders commanders Justin happen poor son RussianUkrainianWar,ukraine war,-0.4,0.6,negative,0.327,0.534,0.139,-0.743
